Disease,Disease Code,State,Year,Gender,Age,Age Code,STD Cases,Population,Rate per 100K
Primary and Secondary Syphilis,310,Indiana,1997,Female,30-34 years,30-34,15,216964,6.91
Primary and Secondary Syphilis,310,Indiana,1997,Female,35-39 years,35-39,9,246316,3.65
Primary and Secondary Syphilis,310,Indiana,1997,Female,40+ years,40+,5,1324998,0.38
Primary and Secondary Syphilis,310,Indiana,1998,Female,15-19 years,15-19,12,221608,5.41
Primary and Secondary Syphilis,310,Indiana,1998,Female,20-24 years,20-24,15,204822,7.32
Primary and Secondary Syphilis,310,Indiana,1998,Female,25-29 years,25-29,19,212202,8.95
Primary and Secondary Syphilis,310,Indiana,1998,Female,30-34 years,30-34,16,211442,7.57
Primary and Secondary Syphilis,310,Indiana,1998,Female,35-39 years,35-39,31,244093,12.7
Primary and Secondary Syphilis,310,Indiana,1998,Female,40+ years,40+,19,1345380,1.41
Primary and Secondary Syphilis,310,Indiana,1998,Female,Unknown,99,1,,
Primary and Secondary Syphilis,310,Indiana,1999,Female,0-14 years,0-14,5,633797,0.79
Primary and Secondary Syphilis,310,Indiana,1999,Female,15-19 years,15-19,32,221560,14.44
Primary and Secondary Syphilis,310,Indiana,1999,Female,20-24 years,20-24,46,206957,22.23
Primary and Secondary Syphilis,310,Indiana,1999,Female,25-29 years,25-29,36,207015,17.39
Primary and Secondary Syphilis,310,Indiana,1999,Female,30-34 years,30-34,42,208587,20.14
Primary and Secondary Syphilis,310,Indiana,1999,Female,35-39 years,35-39,38,242331,15.68
Primary and Secondary Syphilis,310,Indiana,1999,Female,40+ years,40+,26,1363104,1.91
Primary and Secondary Syphilis,310,Indiana,2000,Female,0-14 years,0-14,5,643638,0.78
Primary and Secondary Syphilis,310,Indiana,2000,Female,15-19 years,15-19,35,219730,15.93
Primary and Secondary Syphilis,310,Indiana,2000,Female,20-24 years,20-24,45,211172,21.31
Primary and Secondary Syphilis,310,Indiana,2000,Female,25-29 years,25-29,34,199795,17.02
Primary and Secondary Syphilis,310,Indiana,2000,Female,30-34 years,30-34,28,209499,13.37
Primary and Secondary Syphilis,310,Indiana,2000,Female,35-39 years,35-39,24,237940,10.09
Primary and Secondary Syphilis,310,Indiana,2000,Female,40+ years,40+,25,1381283,1.81
Primary and Secondary Syphilis,310,Indiana,2001,Female,0-14 years,0-14,2,644375,0.31
Primary and Secondary Syphilis,310,Indiana,2001,Female,15-19 years,15-19,7,216046,3.24
Primary and Secondary Syphilis,310,Indiana,2001,Female,20-24 years,20-24,15,219009,6.85
Primary and Secondary Syphilis,310,Indiana,2001,Female,25-29 years,25-29,9,194675,4.62
Primary and Secondary Syphilis,310,Indiana,2001,Female,30-34 years,30-34,12,210447,5.7
Primary and Secondary Syphilis,310,Indiana,2001,Female,35-39 years,35-39,14,232570,6.02
Primary and Secondary Syphilis,310,Indiana,2001,Female,40+ years,40+,12,1401897,0.86
Primary and Secondary Syphilis,310,Indiana,2002,Female,0-14 years,0-14,1,647511,0.15
Primary and Secondary Syphilis,310,Indiana,2002,Female,15-19 years,15-19,3,214923,1.4
Primary and Secondary Syphilis,310,Indiana,2002,Female,20-24 years,20-24,2,223864,0.89
Primary and Secondary Syphilis,310,Indiana,2002,Female,25-29 years,25-29,3,192939,1.55
Primary and Secondary Syphilis,310,Indiana,2002,Female,30-34 years,30-34,4,211116,1.89
Primary and Secondary Syphilis,310,Indiana,2002,Female,40+ years,40+,5,1417332,0.35
Primary and Secondary Syphilis,310,Indiana,2003,Female,15-19 years,15-19,2,215791,0.93
Primary and Secondary Syphilis,310,Indiana,2003,Female,20-24 years,20-24,4,225867,1.77
Primary and Secondary Syphilis,310,Indiana,2003,Female,30-34 years,30-34,1,206479,0.48
Primary and Secondary Syphilis,310,Indiana,2003,Female,35-39 years,35-39,6,217473,2.76
Primary and Secondary Syphilis,310,Indiana,2003,Female,40+ years,40+,3,1437084,0.21
Primary and Secondary Syphilis,310,Indiana,2004,Female,15-19 years,15-19,1,217646,0.46
Primary and Secondary Syphilis,310,Indiana,2004,Female,20-24 years,20-24,1,223846,0.45
Primary and Secondary Syphilis,310,Indiana,2004,Female,30-34 years,30-34,2,204521,0.98
Primary and Secondary Syphilis,310,Indiana,2004,Female,40+ years,40+,2,1460327,0.14
Primary and Secondary Syphilis,310,Indiana,2005,Female,15-19 years,15-19,2,220017,0.91
Primary and Secondary Syphilis,310,Indiana,2005,Female,20-24 years,20-24,1,218919,0.46
Primary and Secondary Syphilis,310,Indiana,2005,Female,25-29 years,25-29,1,209857,0.48
Primary and Secondary Syphilis,310,Indiana,2005,Female,30-34 years,30-34,1,199937,0.5
Primary and Secondary Syphilis,310,Indiana,2005,Female,35-39 years,35-39,2,209969,0.95
Primary and Secondary Syphilis,310,Indiana,2005,Female,40+ years,40+,3,1477701,0.2
Primary and Secondary Syphilis,310,Indiana,2006,Female,15-19 years,15-19,2,219488,0.91
Primary and Secondary Syphilis,310,Indiana,2006,Female,25-29 years,25-29,1,217679,0.46
Primary and Secondary Syphilis,310,Indiana,2006,Female,30-34 years,30-34,1,200702,0.5
Primary and Secondary Syphilis,310,Indiana,2006,Female,35-39 years,35-39,2,213086,0.94
Primary and Secondary Syphilis,310,Indiana,2006,Female,40+ years,40+,4,1504127,0.27
Primary and Secondary Syphilis,310,Indiana,2007,Female,15-19 years,15-19,1,219997,0.45
Primary and Secondary Syphilis,310,Indiana,2007,Female,20-24 years,20-24,3,209192,1.43
Primary and Secondary Syphilis,310,Indiana,2007,Female,35-39 years,35-39,2,213497,0.94
Primary and Secondary Syphilis,310,Indiana,2007,Female,40+ years,40+,2,1516601,0.13
Primary and Secondary Syphilis,310,Indiana,2008,Female,15-19 years,15-19,4,219688,1.82
Primary and Secondary Syphilis,310,Indiana,2008,Female,20-24 years,20-24,6,208751,2.87
Primary and Secondary Syphilis,310,Indiana,2008,Female,25-29 years,25-29,3,218780,1.37
Primary and Secondary Syphilis,310,Indiana,2008,Female,35-39 years,35-39,1,212449,0.47
Primary and Secondary Syphilis,310,Indiana,2008,Female,40+ years,40+,2,1532155,0.13
Primary and Secondary Syphilis,310,Indiana,2009,Female,15-19 years,15-19,1,224031,0.45
Primary and Secondary Syphilis,310,Indiana,2009,Female,20-24 years,20-24,4,222186,1.8
Primary and Secondary Syphilis,310,Indiana,2009,Female,25-29 years,25-29,2,214076,0.93
Primary and Secondary Syphilis,310,Indiana,2009,Female,35-39 years,35-39,2,208804,0.96
Primary and Secondary Syphilis,310,Indiana,2009,Female,40+ years,40+,4,1544152,0.26
Primary and Secondary Syphilis,310,Indiana,2010,Female,15-19 years,15-19,2,232025,0.86
Primary and Secondary Syphilis,310,Indiana,2010,Female,20-24 years,20-24,6,223758,2.68
Primary and Secondary Syphilis,310,Indiana,2010,Female,25-29 years,25-29,4,208719,1.92
Primary and Secondary Syphilis,310,Indiana,2010,Female,30-34 years,30-34,5,203102,2.46
Primary and Secondary Syphilis,310,Indiana,2010,Female,35-39 years,35-39,1,208104,0.48
Primary and Secondary Syphilis,310,Indiana,2010,Female,40+ years,40+,2,1567805,0.13
Primary and Secondary Syphilis,310,Indiana,2011,Female,15-19 years,15-19,4,227621,1.76
Primary and Secondary Syphilis,310,Indiana,2011,Female,20-24 years,20-24,4,229425,1.74
Primary and Secondary Syphilis,310,Indiana,2011,Female,25-29 years,25-29,1,207812,0.48
Primary and Secondary Syphilis,310,Indiana,2011,Female,30-34 years,30-34,1,208123,0.48
Primary and Secondary Syphilis,310,Indiana,2011,Female,35-39 years,35-39,1,201333,0.5
Primary and Secondary Syphilis,310,Indiana,2011,Female,40+ years,40+,2,1588223,0.13
Primary and Secondary Syphilis,310,Indiana,2012,Female,15-19 years,15-19,9,223128,4.03
Primary and Secondary Syphilis,310,Indiana,2012,Female,20-24 years,20-24,7,234859,2.98
Primary and Secondary Syphilis,310,Indiana,2012,Female,25-29 years,25-29,1,207064,0.48
Primary and Secondary Syphilis,310,Indiana,2012,Female,30-34 years,30-34,2,209497,0.95
Primary and Secondary Syphilis,310,Indiana,2012,Female,35-39 years,35-39,2,199317,1
Primary and Secondary Syphilis,310,Indiana,2012,Female,40+ years,40+,1,1600004,0.06
Primary and Secondary Syphilis,310,Indiana,2013,Female,15-19 years,15-19,4,222647,1.8
Primary and Secondary Syphilis,310,Indiana,2013,Female,20-24 years,20-24,5,237166,2.11
Primary and Secondary Syphilis,310,Indiana,2013,Female,25-29 years,25-29,4,208234,1.92
Primary and Secondary Syphilis,310,Indiana,2013,Female,30-34 years,30-34,1,211820,0.47
Primary and Secondary Syphilis,310,Indiana,2013,Female,35-39 years,35-39,2,199730,1
Primary and Secondary Syphilis,310,Indiana,2013,Female,40+ years,40+,2,1612428,0.12
Primary and Secondary Syphilis,310,Indiana,2014,Female,15-19 years,15-19,1,222647,0.45
Primary and Secondary Syphilis,310,Indiana,2014,Female,20-24 years,20-24,6,237166,2.53
Primary and Secondary Syphilis,310,Indiana,2014,Female,25-29 years,25-29,2,208234,0.96
Primary and Secondary Syphilis,310,Indiana,2014,Female,35-39 years,35-39,1,199730,0.5
Primary and Secondary Syphilis,310,Indiana,2014,Female,40+ years,40+,1,1612428,0.06
Primary and Secondary Syphilis,310,Iowa,1996,Female,15-19 years,15-19,3,108273,2.77
Primary and Secondary Syphilis,310,Iowa,1996,Female,20-24 years,20-24,10,93551,10.69
Primary and Secondary Syphilis,310,Iowa,1996,Female,25-29 years,25-29,3,95918,3.13
Primary and Secondary Syphilis,310,Iowa,1996,Female,30-34 years,30-34,1,97683,1.02
Primary and Secondary Syphilis,310,Iowa,1997,Female,15-19 years,15-19,2,110265,1.81
Primary and Secondary Syphilis,310,Iowa,1997,Female,30-34 years,30-34,1,94046,1.06
Primary and Secondary Syphilis,310,Iowa,1997,Female,35-39 years,35-39,1,114025,0.88
Primary and Secondary Syphilis,310,Iowa,1999,Female,15-19 years,15-19,2,111498,1.79
Primary and Secondary Syphilis,310,Iowa,1999,Female,25-29 years,25-29,1,89501,1.12
Primary and Secondary Syphilis,310,Iowa,1999,Female,30-34 years,30-34,2,90838,2.2
Primary and Secondary Syphilis,310,Iowa,1999,Female,40+ years,40+,1,695657,0.14
Primary and Secondary Syphilis,310,Iowa,2000,Female,30-34 years,30-34,1,92108,1.09
Primary and Secondary Syphilis,310,Iowa,2000,Female,35-39 years,35-39,4,108998,3.67
Primary and Secondary Syphilis,310,Iowa,2000,Female,40+ years,40+,1,706764,0.14
Primary and Secondary Syphilis,310,Iowa,2001,Female,15-19 years,15-19,1,106730,0.94
Primary and Secondary Syphilis,310,Iowa,2002,Female,20-24 years,20-24,1,111829,0.89
Primary and Secondary Syphilis,310,Iowa,2002,Female,25-29 years,25-29,1,86172,1.16
Primary and Secondary Syphilis,310,Iowa,2002,Female,35-39 years,35-39,2,100587,1.99
Primary and Secondary Syphilis,310,Iowa,2003,Female,25-29 years,25-29,1,88379,1.13
Primary and Secondary Syphilis,310,Iowa,2003,Female,30-34 years,30-34,1,88348,1.13
Primary and Secondary Syphilis,310,Iowa,2004,Female,30-34 years,30-34,1,86836,1.15
Primary and Secondary Syphilis,310,Iowa,2005,Female,15-19 years,15-19,1,102028,0.98
Primary and Secondary Syphilis,310,Iowa,2006,Female,15-19 years,15-19,1,106102,0.94
Primary and Secondary Syphilis,310,Iowa,2006,Female,20-24 years,20-24,1,107719,0.93
Primary and Secondary Syphilis,310,Iowa,2006,Female,30-34 years,30-34,1,85363,1.17
Primary and Secondary Syphilis,310,Iowa,2006,Female,40+ years,40+,3,743678,0.4
Primary and Secondary Syphilis,310,Iowa,2007,Female,15-19 years,15-19,1,106446,0.94
Primary and Secondary Syphilis,310,Iowa,2007,Female,20-24 years,20-24,1,105114,0.95
Primary and Secondary Syphilis,310,Iowa,2007,Female,30-34 years,30-34,1,84894,1.18
Primary and Secondary Syphilis,310,Iowa,2008,Female,30-34 years,30-34,2,85576,2.34
Primary and Secondary Syphilis,310,Iowa,2008,Female,40+ years,40+,1,751037,0.13
Primary and Secondary Syphilis,310,Iowa,2009,Female,25-29 years,25-29,4,95215,4.2
Primary and Secondary Syphilis,310,Iowa,2009,Female,35-39 years,35-39,1,87872,1.14
Primary and Secondary Syphilis,310,Iowa,2009,Female,40+ years,40+,1,749565,0.13
Primary and Secondary Syphilis,310,Iowa,2010,Female,20-24 years,20-24,1,103883,0.96
Primary and Secondary Syphilis,310,Iowa,2010,Female,35-39 years,35-39,1,87574,1.14
Primary and Secondary Syphilis,310,Iowa,2010,Female,40+ years,40+,1,759658,0.13
Primary and Secondary Syphilis,310,Iowa,2011,Female,0-14 years,0-14,1,293837,0.34
Primary and Secondary Syphilis,310,Iowa,2011,Female,20-24 years,20-24,1,105516,0.95
Primary and Secondary Syphilis,310,Iowa,2011,Female,25-29 years,25-29,2,95780,2.09
Primary and Secondary Syphilis,310,Iowa,2011,Female,35-39 years,35-39,1,84975,1.18
Primary and Secondary Syphilis,310,Iowa,2012,Female,15-19 years,15-19,1,103699,0.96
Primary and Secondary Syphilis,310,Iowa,2012,Female,20-24 years,20-24,2,108077,1.85
Primary and Secondary Syphilis,310,Iowa,2012,Female,30-34 years,30-34,2,96094,2.08
Primary and Secondary Syphilis,310,Iowa,2012,Female,35-39 years,35-39,1,85130,1.17
Primary and Secondary Syphilis,310,Iowa,2012,Female,40+ years,40+,1,768287,0.13
Primary and Secondary Syphilis,310,Iowa,2013,Female,15-19 years,15-19,2,103458,1.93
Primary and Secondary Syphilis,310,Iowa,2013,Female,20-24 years,20-24,1,110032,0.91
Primary and Secondary Syphilis,310,Iowa,2013,Female,25-29 years,25-29,3,93387,3.21
Primary and Secondary Syphilis,310,Iowa,2013,Female,30-34 years,30-34,1,97603,1.02
Primary and Secondary Syphilis,310,Iowa,2013,Female,40+ years,40+,3,770827,0.39
Primary and Secondary Syphilis,310,Iowa,2014,Female,15-19 years,15-19,2,103458,1.93
Primary and Secondary Syphilis,310,Iowa,2014,Female,20-24 years,20-24,2,110032,1.82
Primary and Secondary Syphilis,310,Iowa,2014,Female,35-39 years,35-39,1,87396,1.14
Primary and Secondary Syphilis,310,Iowa,2014,Female,40+ years,40+,1,770827,0.13
Primary and Secondary Syphilis,310,Kansas,1996,Female,15-19 years,15-19,4,95498,4.19
Primary and Secondary Syphilis,310,Kansas,1996,Female,20-24 years,20-24,1,83531,1.2
Primary and Secondary Syphilis,310,Kansas,1996,Female,25-29 years,25-29,2,88772,2.25
Primary and Secondary Syphilis,310,Kansas,1996,Female,30-34 years,30-34,1,96117,1.04
Primary and Secondary Syphilis,310,Kansas,1996,Female,35-39 years,35-39,1,108343,0.92
Primary and Secondary Syphilis,310,Kansas,1996,Female,40+ years,40+,1,575505,0.17
Primary and Secondary Syphilis,310,Kansas,1997,Female,15-19 years,15-19,2,98380,2.03
Primary and Secondary Syphilis,310,Kansas,1997,Female,20-24 years,20-24,1,84722,1.18
Primary and Secondary Syphilis,310,Kansas,1997,Female,30-34 years,30-34,3,92005,3.26
Primary and Secondary Syphilis,310,Kansas,1997,Female,35-39 years,35-39,3,107809,2.78
Primary and Secondary Syphilis,310,Kansas,1997,Female,40+ years,40+,3,584575,0.51
Primary and Secondary Syphilis,310,Kansas,1998,Female,15-19 years,15-19,1,101147,0.99
Primary and Secondary Syphilis,310,Kansas,1998,Female,20-24 years,20-24,1,86936,1.15
Primary and Secondary Syphilis,310,Kansas,1998,Female,35-39 years,35-39,3,107085,2.8
Primary and Secondary Syphilis,310,Kansas,1998,Female,40+ years,40+,1,593575,0.17
Primary and Secondary Syphilis,310,Kansas,1999,Female,15-19 years,15-19,4,102221,3.91
Primary and Secondary Syphilis,310,Kansas,1999,Female,20-24 years,20-24,1,89406,1.12
Primary and Secondary Syphilis,310,Kansas,1999,Female,30-34 years,30-34,1,86668,1.15
Primary and Secondary Syphilis,310,Kansas,1999,Female,35-39 years,35-39,1,105555,0.95
Primary and Secondary Syphilis,310,Kansas,1999,Female,40+ years,40+,1,601321,0.17
Primary and Secondary Syphilis,310,Kansas,2000,Female,20-24 years,20-24,1,93040,1.07
Primary and Secondary Syphilis,310,Kansas,2001,Female,15-19 years,15-19,4,101046,3.96
Primary and Secondary Syphilis,310,Kansas,2001,Female,20-24 years,20-24,2,96307,2.08
Primary and Secondary Syphilis,310,Kansas,2001,Female,25-29 years,25-29,3,82849,3.62
Primary and Secondary Syphilis,310,Kansas,2001,Female,30-34 years,30-34,1,86622,1.15
Primary and Secondary Syphilis,310,Kansas,2001,Female,40+ years,40+,1,618876,0.16
Primary and Secondary Syphilis,310,Kansas,2002,Female,15-19 years,15-19,1,100585,0.99
Primary and Secondary Syphilis,310,Kansas,2002,Female,20-24 years,20-24,2,99799,2
Primary and Secondary Syphilis,310,Kansas,2002,Female,40+ years,40+,3,627103,0.48
Primary and Secondary Syphilis,310,Kansas,2003,Female,15-19 years,15-19,3,99501,3.02
Primary and Secondary Syphilis,310,Kansas,2003,Female,20-24 years,20-24,3,101803,2.95
Primary and Secondary Syphilis,310,Kansas,2003,Female,25-29 years,25-29,1,85347,1.17
Primary and Secondary Syphilis,310,Kansas,2003,Female,30-34 years,30-34,2,85399,2.34
Primary and Secondary Syphilis,310,Kansas,2003,Female,35-39 years,35-39,2,90197,2.22
Primary and Secondary Syphilis,310,Kansas,2003,Female,40+ years,40+,2,632479,0.32
Primary and Secondary Syphilis,310,Kansas,2004,Female,15-19 years,15-19,4,98564,4.06
Primary and Secondary Syphilis,310,Kansas,2004,Female,30-34 years,30-34,2,84669,2.36
Primary and Secondary Syphilis,310,Kansas,2004,Female,40+ years,40+,1,640395,0.16
Primary and Secondary Syphilis,310,Kansas,2005,Female,20-24 years,20-24,1,103453,0.97
Primary and Secondary Syphilis,310,Kansas,2005,Female,40+ years,40+,1,648020,0.15
Primary and Secondary Syphilis,310,Kansas,2006,Female,20-24 years,20-24,2,101898,1.96
Primary and Secondary Syphilis,310,Kansas,2007,Female,20-24 years,20-24,1,99882,1
Primary and Secondary Syphilis,310,Kansas,2007,Female,35-39 years,35-39,1,88354,1.13
Primary and Secondary Syphilis,310,Kansas,2007,Female,40+ years,40+,4,657290,0.61
Primary and Secondary Syphilis,310,Kansas,2008,Female,15-19 years,15-19,1,96531,1.04
Primary and Secondary Syphilis,310,Kansas,2008,Female,20-24 years,20-24,1,100349,1
Primary and Secondary Syphilis,310,Kansas,2008,Female,25-29 years,25-29,2,95653,2.09
Primary and Secondary Syphilis,310,Kansas,2008,Female,40+ years,40+,1,662483,0.15
Primary and Secondary Syphilis,310,Kansas,2009,Female,15-19 years,15-19,1,96536,1.04
Primary and Secondary Syphilis,310,Kansas,2009,Female,20-24 years,20-24,4,106620,3.75
Primary and Secondary Syphilis,310,Kansas,2009,Female,35-39 years,35-39,2,84926,2.35
Primary and Secondary Syphilis,310,Kansas,2009,Female,40+ years,40+,2,663398,0.3
Primary and Secondary Syphilis,310,Kansas,2010,Female,20-24 years,20-24,1,99004,1.01
Primary and Secondary Syphilis,310,Kansas,2012,Female,20-24 years,20-24,2,101975,1.96
Primary and Secondary Syphilis,310,Kansas,2013,Female,15-19 years,15-19,1,97016,1.03
Primary and Secondary Syphilis,310,Kansas,2013,Female,20-24 years,20-24,1,102918,0.97
Primary and Secondary Syphilis,310,Kansas,2013,Female,35-39 years,35-39,1,84093,1.19
Primary and Secondary Syphilis,310,Kansas,2013,Female,40+ years,40+,1,683788,0.15
Primary and Secondary Syphilis,310,Kansas,2014,Female,15-19 years,15-19,2,97016,2.06
Primary and Secondary Syphilis,310,Kansas,2014,Female,20-24 years,20-24,4,102918,3.89
Primary and Secondary Syphilis,310,Kansas,2014,Female,25-29 years,25-29,3,93934,3.19
Primary and Secondary Syphilis,310,Kansas,2014,Female,35-39 years,35-39,1,84093,1.19
Primary and Secondary Syphilis,310,Kansas,2014,Female,40+ years,40+,4,683788,0.58
Primary and Secondary Syphilis,310,Kentucky,1996,Female,0-14 years,0-14,2,393822,0.51
Primary and Secondary Syphilis,310,Kentucky,1996,Female,15-19 years,15-19,9,143491,6.27
Primary and Secondary Syphilis,310,Kentucky,1996,Female,20-24 years,20-24,24,137665,17.43
Primary and Secondary Syphilis,310,Kentucky,1996,Female,25-29 years,25-29,18,140845,12.78
Primary and Secondary Syphilis,310,Kentucky,1996,Female,30-34 years,30-34,13,153988,8.44
Primary and Secondary Syphilis,310,Kentucky,1996,Female,35-39 years,35-39,9,164116,5.48
Primary and Secondary Syphilis,310,Kentucky,1996,Female,40+ years,40+,6,879021,0.68
Primary and Secondary Syphilis,310,Kentucky,1997,Female,0-14 years,0-14,1,400557,0.25
Primary and Secondary Syphilis,310,Kentucky,1997,Female,15-19 years,15-19,13,144476,9
Primary and Secondary Syphilis,310,Kentucky,1997,Female,20-24 years,20-24,14,136029,10.29
Primary and Secondary Syphilis,310,Kentucky,1997,Female,25-29 years,25-29,13,141627,9.18
Primary and Secondary Syphilis,310,Kentucky,1997,Female,30-34 years,30-34,9,149403,6.02
Primary and Secondary Syphilis,310,Kentucky,1997,Female,35-39 years,35-39,7,163342,4.29
Primary and Secondary Syphilis,310,Kentucky,1997,Female,40+ years,40+,9,892635,1.01
Primary and Secondary Syphilis,310,Kentucky,1998,Female,15-19 years,15-19,6,144288,4.16
Primary and Secondary Syphilis,310,Kentucky,1998,Female,20-24 years,20-24,14,137072,10.21
Primary and Secondary Syphilis,310,Kentucky,1998,Female,25-29 years,25-29,4,142025,2.82
Primary and Secondary Syphilis,310,Kentucky,1998,Female,30-34 years,30-34,8,146230,5.47
Primary and Secondary Syphilis,310,Kentucky,1998,Female,35-39 years,35-39,11,163430,6.73
Primary and Secondary Syphilis,310,Kentucky,1998,Female,40+ years,40+,6,910309,0.66
Primary and Secondary Syphilis,310,Kentucky,1999,Female,15-19 years,15-19,7,142606,4.91
Primary and Secondary Syphilis,310,Kentucky,1999,Female,20-24 years,20-24,8,138317,5.78
Primary and Secondary Syphilis,310,Kentucky,1999,Female,25-29 years,25-29,8,140894,5.68
Primary and Secondary Syphilis,310,Kentucky,1999,Female,30-34 years,30-34,7,143778,4.87
Primary and Secondary Syphilis,310,Kentucky,1999,Female,35-39 years,35-39,10,163406,6.12
Primary and Secondary Syphilis,310,Kentucky,1999,Female,40+ years,40+,5,926737,0.54
Primary and Secondary Syphilis,310,Kentucky,2000,Female,15-19 years,15-19,8,139429,5.74
Primary and Secondary Syphilis,310,Kentucky,2000,Female,20-24 years,20-24,14,142274,9.84
Primary and Secondary Syphilis,310,Kentucky,2000,Female,25-29 years,25-29,1,140196,0.71
Primary and Secondary Syphilis,310,Kentucky,2000,Female,30-34 years,30-34,4,146018,2.74
Primary and Secondary Syphilis,310,Kentucky,2000,Female,35-39 years,35-39,7,164235,4.26
Primary and Secondary Syphilis,310,Kentucky,2000,Female,40+ years,40+,8,953854,0.84
Primary and Secondary Syphilis,310,Kentucky,2001,Female,15-19 years,15-19,3,137057,2.19
Primary and Secondary Syphilis,310,Kentucky,2001,Female,20-24 years,20-24,4,144849,2.76
Primary and Secondary Syphilis,310,Kentucky,2001,Female,25-29 years,25-29,1,136474,0.73
Primary and Secondary Syphilis,310,Kentucky,2001,Female,30-34 years,30-34,1,146361,0.68
Primary and Secondary Syphilis,310,Kentucky,2001,Female,35-39 years,35-39,2,160744,1.24
Primary and Secondary Syphilis,310,Kentucky,2001,Female,40+ years,40+,6,968269,0.62
Primary and Secondary Syphilis,310,Kentucky,2002,Female,15-19 years,15-19,2,135147,1.48
Primary and Secondary Syphilis,310,Kentucky,2002,Female,20-24 years,20-24,9,148496,6.06
Primary and Secondary Syphilis,310,Kentucky,2002,Female,25-29 years,25-29,7,136526,5.13
Primary and Secondary Syphilis,310,Kentucky,2002,Female,30-34 years,30-34,7,148662,4.71
Primary and Secondary Syphilis,310,Kentucky,2002,Female,35-39 years,35-39,7,158195,4.42
Primary and Secondary Syphilis,310,Kentucky,2002,Female,40+ years,40+,11,989208,1.11
Primary and Secondary Syphilis,310,Kentucky,2003,Female,15-19 years,15-19,2,136030,1.47
Primary and Secondary Syphilis,310,Kentucky,2003,Female,20-24 years,20-24,3,145583,2.06
Primary and Secondary Syphilis,310,Kentucky,2003,Female,25-29 years,25-29,1,135004,0.74
Primary and Secondary Syphilis,310,Kentucky,2003,Female,30-34 years,30-34,1,143451,0.7
Primary and Secondary Syphilis,310,Kentucky,2003,Female,35-39 years,35-39,1,150576,0.66
Primary and Secondary Syphilis,310,Kentucky,2003,Female,40+ years,40+,5,986801,0.51
Primary and Secondary Syphilis,310,Kentucky,2004,Female,15-19 years,15-19,1,136147,0.73
Primary and Secondary Syphilis,310,Kentucky,2004,Female,20-24 years,20-24,1,145437,0.69
Primary and Secondary Syphilis,310,Kentucky,2004,Female,25-29 years,25-29,1,138111,0.72
Primary and Secondary Syphilis,310,Kentucky,2004,Female,35-39 years,35-39,1,147841,0.68
Primary and Secondary Syphilis,310,Kentucky,2004,Female,40+ years,40+,2,1005443,0.2
Primary and Secondary Syphilis,310,Kentucky,2005,Female,20-24 years,20-24,1,142576,0.7
Primary and Secondary Syphilis,310,Kentucky,2005,Female,25-29 years,25-29,1,141232,0.71
Primary and Secondary Syphilis,310,Kentucky,2005,Female,35-39 years,35-39,1,146441,0.68
Primary and Secondary Syphilis,310,Kentucky,2006,Female,15-19 years,15-19,1,135840,0.74
Primary and Secondary Syphilis,310,Kentucky,2006,Female,25-29 years,25-29,1,154238,0.65
Primary and Secondary Syphilis,310,Kentucky,2006,Female,40+ years,40+,5,1034415,0.48
Primary and Secondary Syphilis,310,Kentucky,2007,Female,15-19 years,15-19,1,137048,0.73
Primary and Secondary Syphilis,310,Kentucky,2007,Female,20-24 years,20-24,2,135399,1.48
Primary and Secondary Syphilis,310,Kentucky,2007,Female,25-29 years,25-29,2,155867,1.28
Primary and Secondary Syphilis,310,Kentucky,2007,Female,30-34 years,30-34,1,135361,0.74
Primary and Secondary Syphilis,310,Kentucky,2007,Female,40+ years,40+,3,1047626,0.29
Primary and Secondary Syphilis,310,Kentucky,2008,Female,15-19 years,15-19,3,137431,2.18
Primary and Secondary Syphilis,310,Kentucky,2008,Female,20-24 years,20-24,2,134206,1.49
Primary and Secondary Syphilis,310,Kentucky,2008,Female,25-29 years,25-29,5,154764,3.23
Primary and Secondary Syphilis,310,Kentucky,2008,Female,30-34 years,30-34,1,137575,0.73
Primary and Secondary Syphilis,310,Kentucky,2008,Female,35-39 years,35-39,2,146358,1.37
Primary and Secondary Syphilis,310,Kentucky,2008,Female,40+ years,40+,1,1063336,0.09
Primary and Secondary Syphilis,310,Kentucky,2009,Female,15-19 years,15-19,1,140591,0.71
Primary and Secondary Syphilis,310,Kentucky,2009,Female,25-29 years,25-29,1,149293,0.67
Primary and Secondary Syphilis,310,Kentucky,2009,Female,30-34 years,30-34,1,137008,0.73
Primary and Secondary Syphilis,310,Kentucky,2009,Female,35-39 years,35-39,1,143856,0.7
Primary and Secondary Syphilis,310,Kentucky,2010,Female,15-19 years,15-19,2,144688,1.38
Primary and Secondary Syphilis,310,Kentucky,2010,Female,20-24 years,20-24,1,142536,0.7
Primary and Secondary Syphilis,310,Kentucky,2010,Female,25-29 years,25-29,4,141589,2.83
Primary and Secondary Syphilis,310,Kentucky,2010,Female,30-34 years,30-34,1,138852,0.72
Primary and Secondary Syphilis,310,Kentucky,2011,Female,15-19 years,15-19,6,140497,4.27
Primary and Secondary Syphilis,310,Kentucky,2011,Female,20-24 years,20-24,3,148788,2.02
Primary and Secondary Syphilis,310,Kentucky,2011,Female,25-29 years,25-29,3,139638,2.15
Primary and Secondary Syphilis,310,Kentucky,2011,Female,30-34 years,30-34,2,142364,1.4
Primary and Secondary Syphilis,310,Kentucky,2011,Female,35-39 years,35-39,1,137397,0.73
